정류소ID,모바일ID,정류소명,영문명,시/도,구/군,동,X좌표,Y좌표,경유노선수,경유노선
7021023200,00340,오뚜기물류센터,Ottugi Logistics Center,대구광역시,북구,산격2동,12836.4655,3554.554,1,300
7021023300,00333,엑스코앞,EXCO,대구광역시,북구,산격2동,12836.7477,3554.4968,8,"304, 306, 323, 323-1, 413, 503, 653, 937"
7021023400,00246,동침산네거리,Dongchimsan (4) Junction,대구광역시,북구,침산2동,12835.9621,3553.1923,4,"410, 503, 523, 동구2"
7021023500,09070,북구선거관리위원회건너,Buk-gu Election Commission,대구광역시,북구,대현2동,12836.122833,3553.228081,5,"304, 410-1, 523, 623, 급행6"
7021023600,09064,북구선거관리위원회앞,Buk-gu Election Commission,대구광역시,북구,대현1동,12836.135753,3553.240879,8,"304, 306, 403, 410, 523, 623, 급행6, 순환2-1"
7021023700,00248,경대교앞,Gyeongdaegyo (Bridge),대구광역시,북구,침산2동,12836.0458,3553.1623,2,"304, 623"
7021023800,00247,경대교건너,Gyeongdaegyo (Bridge),대구광역시,북구,침산2동,12836.0319,3553.1375,2,"304, 623"
7021023900,00616,새동네아파트건너,Saedongne Apts,대구광역시,북구,칠성동,12836.108128,3552.836789,4,"304, 623, 동구3, 팔공1"
7021024000,00636,새동네아파트앞,Saedongne Apts,대구광역시,북구,칠성동,12836.0507,3552.9488,2,"304, 623"
7021024100,00634,칠성시장(전자상가앞),Chilseong Market,대구광역시,북구,칠성동,12836.1673,3552.7141,5,"304, 623, 가창2, 동구3, 팔공1"
7021024200,05134,칠성시장(전자상가건너),Chilseong Market,대구광역시,북구,칠성동,12836.1776,3552.7224,4,"304, 623, 동구3, 팔공1"
7021024300,00639,칠성시장(농협앞),Chilseong Market,대구광역시,북구,칠성동,12836.2113,3552.6308,5,"가창2, 동구2, 동구3, 북구2, 팔공1"
7021024400,00620,칠성시장(농협건너),Chilseong Market,대구광역시,북구,칠성동,12836.2102,3552.6391,4,"동구2, 동구3, 북구2, 팔공1"
7021024500,00635,칠성꽃도매시장앞,Chilseong Flower Market,대구광역시,북구,칠성동,12836.0758,3552.5598,3,"808, 급행6, 동구2"
7021024600,05321,칠성시장건너,Chilseong Market,대구광역시,북구,칠성동,12836.3403,3552.4908,11,"101-1, 156, 306, 401, 403, 524, 618, 650, 708, 980, 급행1"
7021024700,05319,칠성시장앞1,Chilseong Market,대구광역시,북구,칠성동,12836.321096,3552.477925,12,"101, 156, 306, 401, 403, 524, 618, 650, 708, 980, 가창2, 급행1"
7021024800,00541,농협중앙회앞,Nonghyup,대구광역시,북구,대현2동,12836.4321,3552.6592,13,"156, 306, 401, 403, 524, 618, 650, 708, 808, 980, 동구3, 북구2, 팔공1"
7021025000,02048,강남약국건너,Gangnam Pharmacy,대구광역시,북구,대현2동,12836.644,3552.7989,14,"156, 306, 401, 403, 524, 618, 650, 708, 808, 980, 급행1, 동구3, 북구2, 팔공1"
7021025100,05110,동대구시장건너,Dongdaegu Market,대구광역시,북구,대현1동,12836.6428,3552.9377,5,"306, 403, 503, 동구2, 순환2-1"
7021025300,03126,동대구시장앞,Dongdaegu Market,대구광역시,북구,대현2동,12836.5569,3552.9498,5,"306, 403, 503, 동구2, 순환2"
7021025400,00314,대일아파트건너,Daeil Apts,대구광역시,북구,대현1동,12836.4014,3553.0266,5,"306, 403, 503, 동구2, 순환2-1"
7021025500,05044,대일아파트앞,Daeil Apts,대구광역시,북구,대현2동,12836.3586,3553.0434,5,"306, 403, 503, 동구2, 순환2"
7021025700,00349,경북대체육센터건너,Kyungpook National University Athletic Center,대구광역시,북구,산격3동,12836.3968,3553.4695,6,"300, 306, 410-1, 523, 706, 719"
7021025800,02105,경북대학교북문앞,Kyungpook National University North Gate,대구광역시,북구,산격3동,12836.6104,3553.5923,7,"300, 306, 410, 523, 706, 719, 급행6"
7021025900,02104,경북대학교북문건너,Kyungpook National University North Gate,대구광역시,북구,산격3동,12836.586,3553.5774,7,"300, 306, 410-1, 523, 706, 719, 급행6"
7021026000,00350,복현우체국앞,Bokhyeon Post Office,대구광역시,북구,복현1동,12836.7783,3553.7434,6,"300, 306, 410, 523, 706, 719"
7021026100,00348,복현우체국건너,Bokhyeon Post Office,대구광역시,북구,산격3동,12836.821,3553.7842,6,"300, 306, 410-1, 523, 706, 719"
7021026200,05045,복현오거리2,Bokhyeon (5) Junction,대구광역시,북구,복현2동,12836.9141,3553.9009,9,"101, 304, 306, 323, 323-1, 413, 523, 623, 937"
7021026400,05046,건영아파트건너,Kunyoung Apts,대구광역시,북구,산격2동,12836.908,3553.9696,9,"101-1, 304, 306, 323, 323-1, 413, 523, 623, 937"
7021026500,00702,복현대백맨션앞,Bokhyeon Daebaek  Mansion,대구광역시,북구,복현2동,12836.9644,3554.0951,9,"101, 304, 306, 323, 323-1, 413, 523, 623, 937"
7021026600,02103,복현대백맨션건너,Bokhyeon Daebaek Mansion,대구광역시,북구,산격2동,12836.9659,3554.1397,9,"101-1, 304, 306, 323, 323-1, 413, 523, 623, 937"
7021026700,00708,복현오거리3,Bokhyeon (5) Junction,대구광역시,북구,복현2동,12836.9659,3553.8654,1,300
7021026800,02106,북중학교앞,Buk Middle School,대구광역시,북구,복현2동,12837.2086,3553.9162,3,"300, 503, 급행6"
7021026900,00709,복현장미맨션앞,Bokhyeon Jangmi Mansion,대구광역시,북구,복현2동,12837.1212,3553.9079,3,"300, 503, 급행6"
7021027000,05060,명문세가APT앞,Myeong Munsega,대구광역시,북구,복현2동,12837.429066,3553.866027,4,"503, 719, 동구2, 북구1"
7021027100,05135,명문세가APT건너,Myeong Munsega,대구광역시,북구,복현2동,12837.4329,3553.8799,4,"503, 719, 동구2, 북구1"
7021027200,00330,영진전문대학정문앞,Yeungjin College,대구광역시,북구,복현2동,12837.4359,3553.6659,4,"503, 719, 동구2, 북구1"
7021027300,00329,영진전문대학정문건너,Yeungjin College,대구광역시,북구,복현2동,12837.4268,3553.6472,4,"503, 719, 동구2, 북구1"
7021027400,05153,복현서한2차아파트,Bokhyeon Seohan 2-cha Apts,대구광역시,북구,복현2동,12837.504305,3553.985935,3,"101-1, 719, 동구2"
7021027500,00168,복현우방아파트,Bokhyeon Woobang Apts,대구광역시,북구,복현2동,12837.4603,3553.9642,3,"101, 719, 동구2"
7021027600,01785,칠곡2차영남타운건너,Chilgok 2-cha Yeongnam Town,대구광역시,북구,동천동,12833.7142,3555.981,2,"937, 칠곡1-1"
7021027700,01764,칠곡2차영남타운앞,Chilgok 2-cha Yeongnam Town,대구광역시,북구,동천동,12833.6968,3555.9632,2,"937, 칠곡1"
7021027800,01773,칠곡3차화성타운3,Chilgok 3-cha Hwaseong Town,대구광역시,북구,동천동,12833.7084,3556.1957,1,726
7021027900,01766,칠곡3차화성타운1,Chilgok 3-cha Hwaseong Town,대구광역시,북구,동천동,12833.6866,3556.1964,1,726
7021028000,00311,대구우편집중국(동편),Daegu Mail Collection Center,대구광역시,북구,산격2동,12836.9339,3554.6566,1,300
7021028100,09207,동원약품,Dongwon Pharmaceutical Company,대구광역시,북구,산격2동,12837.01626,3554.533999,8,"304, 306, 323, 323-1, 413, 503, 653, 937"
7021028200,09028,성화여고건너,Seonghwa Girls' High School,대구광역시,북구,복현2동,12837.093635,3554.137033,4,"101, 300, 503, 북구1"
7021028300,09027,성화여고앞,Seonghwa Girls' High School,대구광역시,북구,복현2동,12837.102258,3554.116535,4,"101-1, 300, 503, 북구1"
7021028400,00400,경명여고앞,Kyeongmyeong Girls' High School,대구광역시,북구,칠성동,12835.9269,3552.7338,3,"304, 623, 북구2"
7021028500,00150,경명여고건너,Kyeongmyeong Girls' High School,대구광역시,북구,칠성동,12836.0314,3552.7207,3,"304, 623, 북구2"
7021028700,09206,무태네거리(시외방향),Mutae (4) Junction ,대구광역시,북구,무태조야동,12835.978262,3554.946206,6,"503, 706, 937, 939, 급행2, 북구2"
7021028800,09204,무태네거리(시내방향),Mutae (4) Junction ,대구광역시,북구,무태조야동,12835.960761,3554.912932,6,"503, 706, 937, 939, 급행2, 북구2"
7021028900,05107,무태조야동행정복지센터앞2,Mutaejoya-dong Community Service Center,대구광역시,북구,무태조야동,12835.951697,3555.320151,2,"706, 급행2"
7021029000,05155,무태조야동행정복지센터건너2,Mutaejoya-dong Community Service Center,대구광역시,북구,무태조야동,12835.97797,3555.284971,3,"706, 937, 급행2"
7021029200,01874,연경1,Yeongyeong,대구광역시,북구,무태조야동,12837.092305,3556.537331,1,북구2
7021029300,00707,복현현대맨션앞,Bokhyeon Hyundai Mansion,대구광역시,북구,복현2동,12837.0621,3553.9837,1,503
7021029400,00706,복현현대맨션건너,Bokhyeon Hyundai Mansion,대구광역시,북구,복현2동,12837.0682,3553.9867,1,503
7021029500,00148,칠성시장역(서문프라자앞),Chilseong Market Station,대구광역시,북구,칠성동,12836.3061,3552.5655,7,"808, 가창2, 동구2, 동구3, 북구2, 북구3, 팔공1"
7021029600,00136,칠성시장역(서문프라자건너),Chilseong Market Station,대구광역시,북구,칠성동,12836.3093,3552.5688,6,"808, 동구2, 동구3, 북구2, 북구3, 팔공1"
7021029700,05156,노곡동,Nogok-dong,대구광역시,북구,관문동,12833.8023,3554.3398,2,"북구3, 칠곡2"
7021029800,00269,조야동(종점),Joya-dong,대구광역시,북구,무태조야동,12834.5986,3554.6485,2,"356, 403"
7021029900,00223,연암네거리3,Yeonam (4) Junction,대구광역시,북구,산격2동,12835.9391,3554.1313,5,"623, 653, 939, 순환2, 순환2-1"
7021030000,00557,보성기계건너,Boseong Machinery,대구광역시,북구,노원3동,12834.1109,3553.8794,2,"북구3, 칠곡2"
7021030100,00556,보성기계앞,Boseong Machinery,대구광역시,북구,노원3동,12834.0916,3553.9007,2,"북구3, 칠곡2"
7021030200,01975,동아수산냉동건너,Donga Fisheries Refrigeration,대구광역시,북구,노원3동,12834.2494,3553.7232,2,"북구3, 칠곡2"
7021030300,00554,동아수산냉동앞,Donga Fisheries Refrigeration,대구광역시,북구,노원3동,12834.2381,3553.7333,2,"북구3, 칠곡2"
7021030400,00142,고성아파트건너,Goseong Apts,대구광역시,북구,고성동,12834.9171,3552.7907,1,북구3
7021030500,00141,고성아파트앞,Goseong Apts,대구광역시,북구,고성동,12834.9094,3552.7997,1,북구3
7021030600,00140,시민교회앞,Simin Church,대구광역시,북구,고성동,12835.1836,3552.7634,1,북구3
7021030700,00143,시민교회건너,Simin Church,대구광역시,북구,고성동,12835.1389,3552.763,1,북구3
7021030800,00138,칠성휴먼시아앞,Chilseong Humansia,대구광역시,북구,칠성동,12835.387515,3552.730128,1,북구3
7021030900,00137,대구소방본부건너,Daegu Fire Department,대구광역시,북구,칠성동,12835.5768,3552.6942,1,북구3
7021031000,00146,도시철도대구역,Daegu Station,대구광역시,북구,칠성동,12835.8275,3552.6374,1,북구3
7021031100,09035,홈플러스칠곡점앞,Homeplus Chilgok Branch,대구광역시,북구,동천동,12833.367281,3556.72825,7,"706, 730, 북구1, 칠곡1, 칠곡2, 칠곡4, 칠곡5"
7021031200,01456,칠곡네스빌,Chilgok Nes Ville,대구광역시,북구,동천동,12833.5241,3556.7404,1,북구1
7021031300,01457,동화골든빌(북편),Donghwa Golden Ville,대구광역시,북구,동천동,12833.7296,3556.7746,1,북구1
7021031600,02371,홈플러스칠곡점건너,Homeplus Chilgok Branch,대구광역시,북구,동천동,12833.3741,3556.7415,7,"706, 730, 북구1, 칠곡1-1, 칠곡2, 칠곡4, 칠곡5"
7021031700,01569,칠곡주공그린빌1단지건너,Chilgok Jugong Green Ville Apts 1,대구광역시,북구,동천동,12834.6516,3556.9854,3,"706, 칠곡1-1, 칠곡5"
7021031800,01568,칠곡주공그린빌1단지앞,Chilgok Jugong Green Ville Apts 1,대구광역시,북구,동천동,12834.6408,3556.9668,4,"706, 북구1, 칠곡1, 칠곡5"
7021031900,01767,동천역1,Dongcheon Station,대구광역시,북구,동천동,12833.4431,3556.2341,1,칠곡1
7021032000,01765,동천역2,Dongcheon Station,대구광역시,북구,동천동,12833.460303,3556.22233,1,칠곡1-1
7021032100,02411,거동교1,Geodonggyo (Bridge),대구광역시,북구,읍내동,12833.1534,3556.815,6,"706, 730, 북구1, 칠곡2, 칠곡4, 칠곡5"
7021032200,01475,거동교2,Geodonggyo (Bridge),대구광역시,북구,읍내동,12833.2022,3556.8159,6,"706, 730, 북구1, 칠곡2, 칠곡4, 칠곡5"
7021032300,01567,보병50사단앞,Infantry 50th Army Division,대구광역시,북구,동천동,12834.4344,3556.8514,3,"706, 칠곡1-1, 칠곡5"
7021032400,01566,보병50사단건너,Infantry 50th Army Division,대구광역시,북구,동천동,12834.4793,3556.8697,4,"706, 북구1, 칠곡1, 칠곡5"
7021032500,09215,칠곡그린빌2차앞,Chilgok Green Ville 2-cha,대구광역시,북구,구암동,12833.988208,3556.558029,6,"706, 726, 급행2, 급행7, 칠곡2, 칠곡4"
7021032700,00345,중소기업관앞,Small and Medium Businesses Hall,대구광역시,북구,산격2동,12836.9949,3554.4704,2,"순환2, 순환2-1"
7021032800,00334,한국패션센터,Fashion Center Korea,대구광역시,북구,산격2동,12836.7325,3554.3255,2,"순환2, 순환2-1"
7021032900,00339,산업용재관,Industrial Material Complex,대구광역시,북구,산격2동,12836.3323,3554.3141,6,"349, 503, 653, 937, 순환2, 순환2-1"
7021033000,01570,도남동(종점),Donam-dong,대구광역시,북구,동천동,12835.3264,3558.1493,1,칠곡5
7021033100,09205,산격거평타운건너,Sangyeok Geopyeong Town,대구광역시,북구,산격2동,12836.164395,3554.289179,3,"706, 939, 북구2"
7021033200,00202,산격거평타운앞,Sangyeok Geopyeong Town,대구광역시,북구,산격2동,12836.1746,3554.3003,5,"503, 706, 937, 939, 북구2"
7021033300,01577,이곡양수장건너,Igok Yangsujang,대구광역시,북구,무태조야동,12836.2305,3555.9254,1,북구2
7021033400,01576,이곡양수장앞,Igok Yangsujang,대구광역시,북구,무태조야동,12836.2137,3555.9185,1,북구2
7021033500,00214,동서변리벤빌,DongSeobyeon Rivenville,대구광역시,북구,무태조야동,12835.936,3555.5309,3,"706, 937, 급행2"
7021033600,00213,유니버시아드레포츠센터건너,Universiade Leports Center,대구광역시,북구,무태조야동,12835.949916,3555.681574,3,"706, 937, 급행2"
7021033700,00218,무태조야동행정복지센터앞1,Mutaejoya-dong Community Service Center,대구광역시,북구,무태조야동,12835.820907,3555.270238,3,"503, 939, 북구2"
7021033800,00217,무태조야동행정복지센터건너1,Mutaejoya-dong Community Service Center,대구광역시,북구,무태조야동,12835.861193,3555.262482,4,"503, 706, 939, 북구2"
7021033900,09203,동서리치모아앞,Dongseo Richmoa Apts,대구광역시,북구,무태조야동,12835.805904,3555.387056,3,"503, 939, 북구2"
7021034000,00215,동서리치모아건너,Dongseo Richmoa Apts,대구광역시,북구,무태조야동,12835.796796,3555.385187,3,"503, 939, 북구2"
7021034100,01575,서변동영남네오빌앞,Seobyeon-dong Yeongnam Neovill,대구광역시,북구,무태조야동,12835.8139,3555.6206,3,"503, 939, 북구2"
7021034200,01574,서변동영남네오빌건너,Seobyeon-dong Yeongnam Neovill,대구광역시,북구,무태조야동,12835.8078,3555.6244,3,"503, 939, 북구2"
7021034300,00211,동서교회건너,Dongseo Church,대구광역시,북구,무태조야동,12836.0733,3555.2673,4,"503, 937, 939, 북구2"
7021034400,00210,동서교회앞,Dongseo Church,대구광역시,북구,무태조야동,12836.0733,3555.2689,4,"503, 937, 939, 북구2"
7021034500,00209,무태새마을금고앞,Mutae Community Credit Cooperative,대구광역시,북구,무태조야동,12836.2167,3555.2238,4,"503, 937, 939, 북구2"
7021034600,00208,무태새마을금고건너,Mutae Community Credit Cooperative,대구광역시,북구,무태조야동,12836.2152,3555.2273,4,"503, 937, 939, 북구2"
7021034700,00207,동변주공그린빌앞,Dongbyeon Jugong Green Ville,대구광역시,북구,무태조야동,12836.2198,3555.0781,4,"503, 937, 939, 북구2"
7021034800,00206,동변주공그린빌건너,Dongbyeon Jugong Green Ville,대구광역시,북구,무태조야동,12836.2244,3555.0793,4,"503, 937, 939, 북구2"
7021034900,09031,유니버시아드선수촌2단지건너,Universityersiade Seonsuchon Apts 2,대구광역시,북구,무태조야동,12836.153784,3555.001122,4,"503, 937, 939, 북구2"
7021035000,09030,유니버시아드선수촌2단지앞,Universityersiade Seonsuchon Apts 2,대구광역시,북구,무태조야동,12836.165135,3554.994171,4,"503, 937, 939, 북구2"
7021035100,01246,매천수산시장앞,Maecheon Fish Market,대구광역시,북구,관문동,12832.4567,3554.1459,4,"7250, 730, 급행7, 칠곡2"
7021035200,01241,매천수산시장건너,Maecheon Fish Market,대구광역시,북구,관문동,12832.5199,3554.0349,3,"7250, 730, 칠곡2"
7021035300,01245,팔달중학교건너,Paldal Middle School,대구광역시,북구,관문동,12832.6527,3553.905,2,"730, 칠곡2"
7021035400,01044,팔달중학교앞,Paldal Middle School,대구광역시,북구,관문동,12832.6552,3553.9084,2,"730, 칠곡2"
7021035500,00004,매천성당건너2,Maecheon Catholic Church,대구광역시,북구,관문동,12832.5143,3554.4961,2,"750, 북구1"
7021035600,01233,매천성당앞,Maecheon Catholic Church,대구광역시,북구,관문동,12832.5053,3554.5146,5,"7250, 730, 750, 북구1, 칠곡2"
7021035900,01247,태전중석타운,Taejeon Jungseok Town,대구광역시,북구,태전2동,12832.6911,3554.8178,4,"7250, 730, 북구1, 칠곡4"
7021036000,01043,메트로시티건너,Metrocity,대구광역시,북구,태전2동,12832.8316,3554.8105,5,"7250, 730, 750, 북구1, 칠곡4"
7021036100,01248,메트로시티앞,Metrocity,대구광역시,북구,태전2동,12832.8553,3554.819,4,"7250, 730, 북구1, 칠곡4"
7021036200,01782,두성파크아파트건너,Duseong Park Apts,대구광역시,북구,태전2동,12832.900989,3554.940134,13,"200, 250, 250-1, 300 , 527, 708, 719, 724, 7250, 726, 730, 750, 칠곡4"
7021036300,01800,태현초등학교앞,Taehyeon Elementary School,대구광역시,북구,태전1동,12832.5219,3555.6535,5,"200, 250, 250-1, 724, 750"
7021036400,01875,가야농원,Gaya Farm,대구광역시,북구,무태조야동,12836.6137,3556.31,1,북구2
7021036500,01758,칠곡한신아파트건너,Chilgok Hansin Apts,대구광역시,북구,태전1동,12832.6688,3555.9775,3,"칠곡1, 칠곡2, 칠곡4"
7021036600,09258,칠곡한신아파트앞2,Chilgok Hansin Apts,대구광역시,북구,태전1동,12832.662716,3555.963438,3,"칠곡1-1, 칠곡2, 칠곡4"
7021036800,01333,운암지공원1,Unamji Park,대구광역시,북구,구암동,12833.8034,3555.8906,1,939
7021036900,05220,부영7단지앞,Buyeong Apts 7,대구광역시,북구,구암동,12833.9635,3556.049,1,939
7021037000,01341,부영7단지건너,Buyeong Apts 7,대구광역시,북구,구암동,12833.9738,3556.0567,1,939
7021037100,01334,그린빌4단지건너,Green Ville Apts 4,대구광역시,북구,구암동,12834.0754,3556.2759,2,"939, 칠곡1-1"
7021037200,01339,그린빌4단지앞,Green Ville Apts 4,대구광역시,북구,구암동,12834.0532,3556.2597,2,"939, 칠곡1"
7021037300,01551,그린빌4단지,Green Ville Apts 4,대구광역시,북구,구암동,12833.920149,3556.196185,2,"726, 급행7"
7021037500,01343,운암초등학교앞,Unam Elementary School,대구광역시,북구,구암동,12833.8807,3556.1742,2,"급행2, 칠곡1-1"
7021037600,09033,운암초등학교건너,Unam Elementary School,대구광역시,북구,구암동,12833.883736,3556.177417,4,"726, 급행2, 급행7, 칠곡1"
7021037700,05327,화성센트럴파크,Hwaseong Central Park,대구광역시,북구,동천동,12833.7249,3556.104,2,"937, 칠곡1"
7021037800,01344,부영3단지,Buyeong Apts 3,대구광역시,북구,구암동,12833.768589,3556.275633,2,"937, 급행2"
7021038000,01350,칠곡3차화성타운2,Chilgok 3-cha Hwaseong Town,대구광역시,북구,동천동,12833.7607,3556.3141,2,"937, 급행2"
7021038100,01349,칠곡그린파크1,Chilgok Green Park,대구광역시,북구,동천동,12833.818461,3556.610243,4,"706, 937, 칠곡1-1, 칠곡2"
7021038200,01346,칠곡부영1단지,Chilgok Buyeong Apts 1,대구광역시,북구,동천동,12833.8569,3556.7346,7,"726, 730, 급행2, 급행7, 칠곡1, 칠곡1-1, 칠곡4"
7021038300,01347,동화골든빌(동편),Donghwa Golden Ville,대구광역시,북구,동천동,12833.839,3556.7016,7,"726, 730, 급행2, 급행7, 칠곡1, 칠곡1-1, 칠곡4"
7021038400,05326,동화골든빌(남편),Donghwa Golden Ville,대구광역시,북구,동천동,12833.7079,3556.6712,7,"706, 730, 북구1, 칠곡1, 칠곡1-1, 칠곡2, 칠곡5"
7021038500,01348,동화골든빌건너(남편),Donghwa Golden Ville,대구광역시,북구,동천동,12833.7476,3556.6576,6,"706, 730, 칠곡1, 칠곡1-1, 칠곡2, 칠곡5"
7021038600,01560,강북경찰서건너,Gangbuk Police Station,대구광역시,북구,동천동,12833.9256,3556.6454,5,"726, 937, 칠곡1-1, 칠곡4, 칠곡5"
7021038700,01561,강북경찰서앞,Gangbuk Police Station,대구광역시,북구,구암동,12833.926544,3556.62949,5,"726, 937, 칠곡1, 칠곡4, 칠곡5"
7021038800,05158,칠곡그린빌3차건너,Chilgok Green Ville 3-cha,대구광역시,북구,구암동,12833.8895,3556.4874,5,"706, 급행2, 북구1, 칠곡2, 칠곡4"
7021038900,01555,칠곡그린빌3차앞,Chilgok Green Ville 3-cha,대구광역시,북구,구암동,12833.8872,3556.4842,4,"706, 급행2, 칠곡2, 칠곡4"
7021039000,01563,학남초등학교앞,Haknam Elementary School,대구광역시,북구,동천동,12833.9936,3556.7912,2,"북구1, 칠곡2"
7021039100,01562,학남초등학교건너,Haknam Elementary School,대구광역시,북구,동천동,12833.9816,3556.7977,1,칠곡2
7021039200,09216,학남고등학교앞,Haknam High School,대구광역시,북구,동천동,12834.167813,3556.802186,4,"706, 북구1, 칠곡1, 칠곡5"
7021039300,01565,학남고등학교건너,Haknam High School,대구광역시,북구,동천동,12834.1685,3556.8118,3,"706, 칠곡1-1, 칠곡5"
7021039400,09217,국우동현대아파트앞,Gugu-dong Hyundai Apts,대구광역시,북구,동천동,12834.792415,3556.869443,3,"706, 북구1, 칠곡1"
7021039500,09032,북구구민운동장앞,Buk-gu Stadium,대구광역시,북구,동천동,12834.4321,3556.629463,5,"937, 939, 급행2, 북구1, 칠곡1"
7021039600,05161,북구구민운동장건너,Buk-gu Stadium,대구광역시,북구,구암동,12834.4376,3556.6183,4,"937, 939, 급행2, 칠곡1-1"
7021039700,01559,칠곡그린빌5단지앞,Chilgok Green Ville Apts 5,대구광역시,북구,동천동,12834.2154,3556.6038,2,"937, 북구1"
7021039800,01558,칠곡그린빌5단지건너,Chilgok Green Ville Apts 5,대구광역시,북구,구암동,12834.2222,3556.5933,1,937
7021039900,01338,화성그랜드앞,Hwaseong Grand,대구광역시,북구,구암동,12834.1884,3556.4343,2,"939, 칠곡1"
7021040000,01335,화성그랜드건너,Hwaseong Grand,대구광역시,북구,구암동,12834.2213,3556.4518,2,"939, 칠곡1-1"
7021040100,02538,도남동,Donam-dong,대구광역시,북구,동천동,12835.0405,3557.6887,1,칠곡5
7021040600,01468,칠곡초등학교앞,Chilgok Elementary School,대구광역시,북구,읍내동,12833.217464,3556.635032,1,칠곡1-1
7021040700,01460,칠곡초등학교건너,Chilgok Elementary School,대구광역시,북구,읍내동,12833.2202,3556.659,1,칠곡1
7021040800,01209,칠곡서한맨션,Chilgok Seohan Mansion,대구광역시,북구,관음동,12832.6665,3556.0898,1,칠곡4
7021040900,05222,한양수정아파트,Hanyang Sujeong Apts,대구광역시,북구,관음동,12832.6664,3556.0746,1,칠곡4
7021041000,01208,관음공영주차장앞,Gwaneum Public Parking,대구광역시,북구,관음동,12832.6661,3556.3845,1,칠곡4
7021041100,01453,관음농협앞,Gwaneum Nonghyup,대구광역시,북구,관음동,12832.6641,3556.3225,1,칠곡4
7021041200,01452,관음어린이집,Gwaneum Nursery School,대구광역시,북구,관음동,12832.7057,3556.6,1,칠곡4
7021041300,01454,관음동행정복지센터건너,Gwaneum-dong Community Service Center,대구광역시,북구,관음동,12832.813591,3556.700457,1,칠곡4
7021041400,01205,교동초등학교건너,Gyodong Elementary School,대구광역시,북구,읍내동,12832.914502,3556.706389,1,칠곡4
7021041600,05031,양지마을앞,Yangji-maeul,대구광역시,북구,관음동,12832.678,3556.7702,5,"706, 719, 724, 750, 937"
7021041700,09038,칠곡우방타운건너(종점),Chilgok Woobang Town,대구광역시,북구,읍내동,12832.805384,3556.852487,5,"706, 719, 724, 750, 937"
7021042000,01791,농촌진흥원입구,Office of Rural Development,대구광역시,북구,읍내동,12833.2902,3557.2721,3,"300 , 527, 칠곡3"
7021042100,00304,(주)성안건너,Seong An Co Ltd,대구광역시,북구,검단동,12837.4695,3554.8962,6,"300, 523, 623, 653, 순환2, 순환2-1"
7021042200,00303,검단동대구축협앞,Geomdan-dong Daegu Livestock Coop,대구광역시,북구,검단동,12837.4359,3554.9328,6,"300, 523, 623, 653, 순환2, 순환2-1"
7021042300,00300,검단상가아파트앞,Geomdan Apts,대구광역시,북구,검단동,12837.5534,3554.9923,2,"653, 북구1"
7021042400,00338,전기재료관1,EleCenteric Material Cmplx,대구광역시,북구,산격2동,12836.4197,3554.3133,2,"순환2, 순환2-1"
7021042500,02116,전자상가,Electronic Market,대구광역시,북구,산격2동,12836.3119,3554.3207,6,"349, 503, 653, 937, 순환2, 순환2-1"
7021042700,00147,대구역꽃시장,Daegu Station Flower Market,대구광역시,북구,칠성동,12835.9989,3552.6071,1,북구3
7021042800,05165,대구병원건너,Daegu hospital,대구광역시,북구,태전2동,12832.901397,3554.772537,10,"200, 250, 250-1, 300 , 527, 708, 719, 724, 726, 급행3"
7021042900,01572,국우동현대아파트건너,Gugu-dong Hyundai Apts,대구광역시,북구,동천동,12834.8035,3556.8649,1,칠곡1-1
7021043000,02479,이곡마을,Igok-maeul,대구광역시,북구,무태조야동,12836.4578,3556.1401,1,북구2
7021043200,01552,강북중학교건너,Gangbuk Middle School,대구광역시,북구,구암동,12833.9459,3556.3447,1,726
7021043300,01212,양지마을건너,Yangji-maeul,대구광역시,북구,관음동,12832.6493,3556.7396,5,"706, 719, 724, 750, 937"
7021043400,09155,칠성꽃도매시장건너,Chilseong Flower Market,대구광역시,북구,칠성동,12836.084293,3552.569394,4,"808, 가창2, 급행6, 동구2"
7021043500,00259,무림제지앞2,Moorim Paper Manufacturing Co Ltd,대구광역시,북구,침산3동,12835.3216,3553.7579,1,939
7021043600,00145,대구소방본부앞,Daegu Fire Department,대구광역시,북구,칠성동,12835.6763,3552.6693,2,"730, 북구3"
7021043800,00245,오페라하우스건너,Opera House,대구광역시,북구,칠성동,12835.5577,3552.9664,2,"323, 523"
7021043900,00244,오페라하우스앞,Opera House,대구광역시,북구,칠성동,12835.5732,3552.9733,2,"323-1, 523"
7021044000,00198,베어산업앞,Bears Industry Co Ltd,대구광역시,북구,검단동,12836.8118,3554.8447,1,300
7021044100,00197,베어산업건너,Bears Industry Co Ltd,대구광역시,북구,검단동,12836.8118,3554.8584,1,300
7021044200,00199,진흔건설기계공업,Jinheun Construction Machinery,대구광역시,북구,검단동,12837.144722,3554.935954,1,300
7021044300,00200,혜성정공,Hyeseong Precision industry,대구광역시,북구,검단동,12837.19418,3554.95088,1,300
7021044400,01960,보성서한타운앞,Boseong Seohan Town,대구광역시,북구,동천동,12833.5018,3555.9566,2,"726, 칠곡1-1"
7021044500,01478,칠곡화성타운앞2,Chilgok Hwaseong Town,대구광역시,북구,동천동,12833.5011,3555.9503,2,"726, 칠곡1"
7021044600,01479,함지초등학교건너,Hamji Elementary School,대구광역시,북구,동천동,12833.573,3556.1673,2,"726, 칠곡1"
